ProductID,ProductName,Brand,Category,SubCategory,Price,DiscountPct,Rating,ReviewCount,SkinType,StockQuantity,UnitsSold,Revenue,Region,SalesChannel,CrueltyFree,OrderDate
BP0344,GlowLab Mascara,GlowLab,Makeup,Mascara,24.43,0,4.4,205,Dry,139,26,635.18,Latin America,In-Store,Yes,2025-04-03
BP0345,VelvetSkin Toner,VelvetSkin,Skincare,Toner,21.4,0,4.1,430,All,467,179,3830.6,Middle East,In-Store,Yes,2024-09-16
BP0346,PureEarth Facial Serum,PureEarth,Skincare,Facial Serum,40.73,30,4.2,1882,Combination,141,89,3624.97,Latin America,In-Store,Yes,2024-12-16
BP0347,VelvetSkin Foundation,VelvetSkin,Makeup,Foundation,22.78,0,3.6,341,Combination,212,96,2186.88,Latin America,Online,Yes,2024-07-18
BP0348,PureEarth Eau de Parfum,PureEarth,Fragrance,Eau de Parfum,69.45,5,4.1,192,All,14,234,16251.3,North America,Marketplace,Yes,2024-07-06
BP0349,SilkStrand Moisturizer,SilkStrand,Skincare,Moisturizer,31.68,30,3.6,78,Dry,55,3,95.04,Asia Pacific,Online,Yes,2025-06-28
BP0350,PureEarth Cleanser,PureEarth,Skincare,Cleanser,43.18,25,4.2,75,All,231,147,6347.46,Europe,Marketplace,No,2024-01-22
BP0351,Rougeon Toner,Rougeon,Skincare,Toner,20.66,0,4.2,812,All,462,67,1384.22,Middle East,Online,Yes,2024-06-18
BP0352,NuraBeauty Cleanser,NuraBeauty,Skincare,Cleanser,22.84,0,4.2,334,Combination,334,139,3174.76,Asia Pacific,Online,No,2025-04-25
BP0353,NuraBeauty Concealer,NuraBeauty,Makeup,Concealer,19.55,20,4.2,569,Combination,259,32,625.6,Europe,Online,Yes,2024-12-25
BP0354,AuraCare Moisturizer,AuraCare,Skincare,Moisturizer,20.41,0,4.9,465,Sensitive,414,35,714.35,North America,Online,Yes,2025-05-10
BP0355,PureEarth Sunscreen Lotion,PureEarth,Skincare,Sunscreen Lotion,28.84,5,3.4,424,Combination,248,17,490.28,Europe,Online,Yes,2024-02-09
BP0356,NuraBeauty Moisturizer,NuraBeauty,Skincare,Moisturizer,9.65,0,3.8,841,All,147,143,1379.95,Europe,Marketplace,No,2025-06-06
BP0357,AuraCare Mascara,AuraCare,Makeup,Mascara,22.92,0,5.0,385,Oily,157,39,893.88,North America,Online,Yes,2025-01-13
BP0358,Rougeon Eyeshadow Palette,Rougeon,Makeup,Eyeshadow Palette,12.14,0,4.4,412,Combination,72,433,5256.62,Middle East,Online,Yes,2024-04-17
BP0359,PureEarth Sunscreen Lotion,PureEarth,Skincare,Sunscreen Lotion,23.95,0,4.2,512,Dry,290,125,2993.75,North America,Online,Yes,2024-07-21
BP0360,AuraCare Body Scrub,AuraCare,Bath & Body,Body Scrub,11.66,0,4.4,113,All,161,41,478.06,Europe,Online,Yes,2024-01-08
BP0361,VelvetSkin Sunscreen Lotion,VelvetSkin,Skincare,Sunscreen Lotion,13.33,5,4.8,67,Oily,269,19,253.27,North America,Online,Yes,2024-09-26
BP0362,Rougeon Eye Cream,Rougeon,Skincare,Eye Cream,31.17,0,4.2,447,Oily,274,101,3148.17,Latin America,Online,No,2024-09-03
BP0363,LashPro Face Mask,LashPro,Skincare,Face Mask,35.4,5,4.4,222,Combination,325,4,141.6,Middle East,Online,Yes,2025-05-08
BP0364,Rougeon Concealer,Rougeon,Makeup,Concealer,21.38,25,4.6,801,Combination,189,335,7162.3,Latin America,In-Store,Yes,2024-08-29
BP0365,SunKissed Highlighter Palette,SunKissed,Makeup,Highlighter Palette,17.15,15,4.3,333,Combination,474,281,4819.15,North America,Online,No,2024-10-25
BP0366,AuraCare Face Mask,AuraCare,Skincare,Face Mask,25.65,0,4.0,354,Sensitive,351,14,359.1,Asia Pacific,Online,No,2024-11-15
BP0367,AuraCare Hair Oil,AuraCare,Haircare,Hair Oil,19.87,5,4.4,470,Sensitive,209,22,437.14,North America,Online,Yes,2024-01-16
BP0368,PureEarth Eye Cream,PureEarth,Skincare,Eye Cream,16.99,0,4.5,675,Dry,154,9,152.91,Latin America,Online,Yes,2025-05-18
BP0369,Rougeon Toner,Rougeon,Skincare,Toner,25.59,25,4.0,152,Dry,109,115,2942.85,Europe,In-Store,No,2024-11-18
BP0370,SilkStrand Sunscreen Lotion,SilkStrand,Skincare,Sunscreen Lotion,19.79,0,4.8,494,Sensitive,47,84,1662.36,North America,Marketplace,Yes,2025-01-31
BP0371,VelvetSkin Cologne,VelvetSkin,Fragrance,Cologne,55.1,15,4.4,169,All,294,77,4242.7,Latin America,Online,No,2024-06-22
BP0372,LashPro Body Mist,LashPro,Fragrance,Body Mist,31.43,0,4.1,2255,All,239,76,2388.68,Asia Pacific,In-Store,Yes,2025-05-10
BP0373,BloomBeauty Mascara,BloomBeauty,Makeup,Mascara,18.94,0,4.3,2026,Sensitive,354,54,1022.76,Middle East,Online,Yes,2024-07-31
BP0374,SunKissed Foundation,SunKissed,Makeup,Foundation,22.79,5,4.1,629,Dry,207,127,2894.33,Asia Pacific,Online,Yes,2024-10-20
BP0375,AuraCare Face Mask,AuraCare,Skincare,Face Mask,38.42,0,4.0,396,Sensitive,261,102,3918.84,Asia Pacific,Online,Yes,2025-04-13
BP0376,PureEarth Eye Cream,PureEarth,Skincare,Eye Cream,26.43,30,4.9,2277,Oily,353,193,5100.99,Middle East,In-Store,Yes,2025-03-06
BP0377,NuraBeauty Hair Mask,NuraBeauty,Haircare,Hair Mask,24.46,0,4.3,260,Oily,242,75,1834.5,Latin America,Online,Yes,2025-03-15
BP0378,GlowLab Mascara,GlowLab,Makeup,Mascara,7.65,0,4.5,437,All,139,46,351.9,Latin America,Marketplace,Yes,2024-03-05
BP0379,NuraBeauty Facial Serum,NuraBeauty,Skincare,Facial Serum,4.99,10,4.8,414,All,375,4,19.96,Middle East,Online,Yes,2024-02-03
BP0380,PureEarth Liquid Lipstick,PureEarth,Makeup,Liquid Lipstick,26.82,0,4.0,408,Dry,339,22,590.04,North America,In-Store,Yes,2025-06-15
BP0381,Rougeon Toner,Rougeon,Skincare,Toner,25.9,10,3.9,542,All,88,111,2874.9,Asia Pacific,Marketplace,Yes,2024-05-19
BP0382,GlowLab Hair Mask,GlowLab,Haircare,Hair Mask,19.92,0,4.2,253,Combination,268,80,1593.6,Middle East,In-Store,Yes,2025-03-02
BP0383,SunKissed Conditioner,SunKissed,Haircare,Conditioner,7.08,15,4.1,341,Sensitive,400,56,396.48,Europe,Online,Yes,2024-03-22
BP0384,GlowLab Cleanser,GlowLab,Skincare,Cleanser,14.95,0,3.8,477,Combination,479,92,1375.4,Asia Pacific,In-Store,No,2024-06-03
BP0385,NuraBeauty Highlighter Palette,NuraBeauty,Makeup,Highlighter Palette,24.25,0,4.3,600,Sensitive,431,92,2231.0,Latin America,Online,No,2024-01-23
BP0386,GlowLab Hair Oil,GlowLab,Haircare,Hair Oil,9.07,5,5.0,242,Dry,448,20,181.4,Latin America,Online,No,2025-05-10
BP0387,GlowLab Moisturizer,GlowLab,Skincare,Moisturizer,18.17,0,4.8,617,Combination,201,368,6686.56,North America,Online,No,2024-11-17
BP0388,AuraCare Hair Serum,AuraCare,Haircare,Hair Serum,26.75,15,4.2,27,Oily,276,123,3290.25,Middle East,In-Store,Yes,2025-05-27
BP0389,NuraBeauty Cleanser,NuraBeauty,Skincare,Cleanser,28.5,5,4.9,965,All,393,47,1339.5,Middle East,In-Store,Yes,2024-08-04
BP0390,SunKissed Cleanser,SunKissed,Skincare,Cleanser,32.1,0,4.5,184,Oily,420,57,1829.7,Latin America,Marketplace,Yes,2024-02-25
BP0391,GlowLab Cologne,GlowLab,Fragrance,Cologne,58.93,10,4.4,164,Combination,405,11,648.23,North America,In-Store,Yes,2024-03-08
BP0392,VelvetSkin Hand Cream,VelvetSkin,Bath & Body,Hand Cream,14.86,10,4.4,408,Combination,91,15,222.9,Middle East,Online,No,2024-12-23
BP0393,LashPro Shower Gel,LashPro,Bath & Body,Shower Gel,5.88,0,4.7,377,Sensitive,270,138,811.44,Latin America,In-Store,Yes,2025-06-17
BP0394,Rougeon Highlighter Palette,Rougeon,Makeup,Highlighter Palette,14.4,0,4.4,17,Combination,256,10,144.0,Latin America,Online,No,2024-11-17
BP0395,GlowLab Eau de Parfum,GlowLab,Fragrance,Eau de Parfum,50.39,10,4.1,78,Oily,235,89,4484.71,Asia Pacific,Online,Yes,2025-05-13
BP0396,SunKissed Highlighter Palette,SunKissed,Makeup,Highlighter Palette,19.09,15,4.5,275,Dry,179,125,2386.25,Middle East,In-Store,Yes,2024-04-08
BP0397,VelvetSkin Hair Mask,VelvetSkin,Haircare,Hair Mask,16.81,0,4.1,83,All,297,163,2740.03,Asia Pacific,Marketplace,Yes,2024-07-23
BP0398,VelvetSkin Sunscreen Lotion,VelvetSkin,Skincare,Sunscreen Lotion,31.2,0,4.3,1042,All,267,2,62.4,Europe,Online,Yes,2024-01-02
BP0399,SunKissed Mascara,SunKissed,Makeup,Mascara,14.99,15,4.3,249,Combination,69,17,254.83,Europe,Online,No,2024-01-17
BP0400,BloomBeauty Concealer,BloomBeauty,Makeup,Concealer,11.66,25,4.9,339,Oily,148,90,1049.4,Asia Pacific,Online,No,2024-01-23
BP0401,PureEarth Eye Cream,PureEarth,Skincare,Eye Cream,27.21,0,4.1,393,Sensitive,10,410,11156.1,Asia Pacific,In-Store,No,2025-06-14
BP0402,Rougeon Sunscreen Lotion,Rougeon,Skincare,Sunscreen Lotion,13.65,0,3.9,936,Sensitive,210,67,914.55,Europe,Marketplace,Yes,2024-06-27
BP0403,SilkStrand Face Mask,SilkStrand,Skincare,Face Mask,6.57,0,4.7,882,All,139,167,1097.19,North America,Online,No,2024-01-23
BP0404,NuraBeauty Sunscreen Lotion,NuraBeauty,Skincare,Sunscreen Lotion,6.41,0,3.7,1400,All,395,66,423.06,Europe,Online,No,2025-04-16
BP0405,BloomBeauty Cleanser,BloomBeauty,Skincare,Cleanser,25.22,15,4.5,397,Dry,135,13,327.86,Latin America,Online,No,2024-09-18
BP0406,PureEarth Sunscreen Lotion,PureEarth,Skincare,Sunscreen Lotion,18.06,5,3.8,89,Combination,198,125,2257.5,Latin America,In-Store,Yes,2024-04-12
BP0407,NuraBeauty Blush,NuraBeauty,Makeup,Blush,8.12,0,4.9,89,Sensitive,215,88,714.56,Middle East,Online,Yes,2025-02-19
BP0408,NuraBeauty Hair Oil,NuraBeauty,Haircare,Hair Oil,25.28,10,4.6,551,All,340,36,910.08,Latin America,In-Store,Yes,2024-10-27
BP0409,BloomBeauty Highlighter Palette,BloomBeauty,Makeup,Highlighter Palette,8.41,0,4.5,411,Sensitive,70,144,1211.04,Latin America,Online,No,2024-01-27
BP0410,SunKissed Highlighter Palette,SunKissed,Makeup,Highlighter Palette,4.99,0,4.3,1503,Combination,141,42,209.58,Asia Pacific,Online,No,2025-01-07
BP0411,VelvetSkin Hair Oil,VelvetSkin,Haircare,Hair Oil,9.53,10,4.5,66,Sensitive,495,17,162.01,North America,In-Store,Yes,2024-05-29
BP0412,GlowLab Shampoo,GlowLab,Haircare,Shampoo,14.11,15,4.7,443,Dry,438,42,592.62,Middle East,In-Store,Yes,2024-07-17
BP0413,PureEarth Cleanser,PureEarth,Skincare,Cleanser,21.35,25,4.5,388,All,424,200,4270.0,Middle East,In-Store,Yes,2025-01-01
BP0414,NuraBeauty Mascara,NuraBeauty,Makeup,Mascara,15.51,0,5.0,513,Dry,101,13,201.63,North America,Online,Yes,2025-06-17
BP0415,SilkStrand Highlighter Palette,SilkStrand,Makeup,Highlighter Palette,16.65,30,3.4,577,Oily,349,99,1648.35,Latin America,Online,Yes,2025-04-12
BP0416,LashPro Body Mist,LashPro,Fragrance,Body Mist,35.6,0,3.9,460,Combination,143,78,2776.8,Asia Pacific,Online,Yes,2024-10-26
BP0417,SilkStrand Hand Cream,SilkStrand,Bath & Body,Hand Cream,13.48,0,3.6,662,Oily,424,29,390.92,Asia Pacific,Online,Yes,2024-04-16
BP0418,SunKissed Toner,SunKissed,Skincare,Toner,29.85,0,4.0,203,Dry,344,32,955.2,Latin America,Online,Yes,2024-04-30
BP0419,SunKissed Face Mask,SunKissed,Skincare,Face Mask,17.16,0,4.6,118,Sensitive,155,49,840.84,Europe,In-Store,Yes,2025-04-05
BP0420,NuraBeauty Concealer,NuraBeauty,Makeup,Concealer,20.96,5,4.0,900,Combination,77,59,1236.64,Latin America,Online,Yes,2025-05-14
BP0421,NuraBeauty Eyeshadow Palette,NuraBeauty,Makeup,Eyeshadow Palette,11.2,0,4.6,228,All,17,127,1422.4,North America,Online,Yes,2024-12-25
BP0422,NuraBeauty Cleanser,NuraBeauty,Skincare,Cleanser,19.2,0,4.5,539,Oily,368,96,1843.2,Europe,Marketplace,No,2024-09-03
BP0423,VelvetSkin Face Mask,VelvetSkin,Skincare,Face Mask,35.46,0,4.2,178,Combination,200,173,6134.58,Europe,In-Store,No,2024-10-13
BP0424,LashPro Eye Cream,LashPro,Skincare,Eye Cream,26.24,5,4.6,22,Combination,213,10,262.4,North America,In-Store,Yes,2024-07-07
BP0425,BloomBeauty Body Scrub,BloomBeauty,Bath & Body,Body Scrub,21.2,5,5.0,62,Dry,253,62,1314.4,Asia Pacific,Online,Yes,2024-08-31
BP0426,LashPro Cleanser,LashPro,Skincare,Cleanser,23.77,25,4.3,616,Sensitive,205,83,1972.91,Asia Pacific,Online,Yes,2025-05-14
BP0427,SilkStrand Hair Mask,SilkStrand,Haircare,Hair Mask,11.03,0,4.3,33,Dry,112,292,3220.76,Europe,Online,Yes,2024-06-04
BP0428,NuraBeauty Foundation,NuraBeauty,Makeup,Foundation,13.72,30,3.8,780,Dry,182,53,727.16,Latin America,Online,Yes,2025-05-18
BP0429,AuraCare Eye Cream,AuraCare,Skincare,Eye Cream,27.81,0,4.3,2612,All,253,74,2057.94,Middle East,In-Store,Yes,2024-05-28
BP0430,SilkStrand Hair Serum,SilkStrand,Haircare,Hair Serum,18.92,10,4.3,171,All,3,18,340.56,Asia Pacific,Online,Yes,2024-08-22
BP0431,AuraCare Sunscreen Lotion,AuraCare,Skincare,Sunscreen Lotion,36.68,0,4.8,495,All,434,85,3117.8,Middle East,Online,No,2025-02-12
BP0432,SunKissed Cleanser,SunKissed,Skincare,Cleanser,40.94,0,4.5,40,All,93,37,1514.78,Middle East,In-Store,Yes,2025-04-04
BP0433,PureEarth Face Mask,PureEarth,Skincare,Face Mask,15.43,0,3.7,754,Sensitive,297,175,2700.25,Asia Pacific,Online,No,2024-11-11
BP0434,PureEarth Shower Gel,PureEarth,Bath & Body,Shower Gel,14.51,10,4.7,104,All,270,148,2147.48,Europe,Online,No,2025-01-24
BP0435,PureEarth Foundation,PureEarth,Makeup,Foundation,14.35,0,4.5,728,Sensitive,454,25,358.75,North America,In-Store,No,2024-06-12
BP0436,GlowLab Cologne,GlowLab,Fragrance,Cologne,57.98,0,3.2,600,Dry,439,105,6087.9,Middle East,Online,Yes,2024-05-29
BP0437,SilkStrand Facial Serum,SilkStrand,Skincare,Facial Serum,26.47,0,4.2,359,Oily,365,362,9582.14,Europe,Online,No,2024-03-09
BP0438,GlowLab Eyeshadow Palette,GlowLab,Makeup,Eyeshadow Palette,19.22,0,4.3,284,Oily,135,269,5170.18,Latin America,Online,Yes,2024-12-26
BP0439,SilkStrand Blush,SilkStrand,Makeup,Blush,23.54,0,3.7,1241,Oily,292,107,2518.78,Europe,Online,No,2024-10-29
BP0440,Rougeon Eyeshadow Palette,Rougeon,Makeup,Eyeshadow Palette,31.24,0,4.8,144,All,54,44,1374.56,Latin America,Marketplace,Yes,2024-08-02
BP0441,SunKissed Highlighter Palette,SunKissed,Makeup,Highlighter Palette,25.01,0,4.0,268,All,253,284,7102.84,Middle East,Online,Yes,2025-03-07
BP0442,VelvetSkin Eau de Parfum,VelvetSkin,Fragrance,Eau de Parfum,29.61,25,4.3,30,Oily,341,20,592.2,Middle East,Online,Yes,2024-03-06
BP0443,NuraBeauty Facial Serum,NuraBeauty,Skincare,Facial Serum,36.29,0,4.1,303,All,194,54,1959.66,Middle East,Marketplace,Yes,2024-05-30
BP0444,PureEarth Sunscreen Lotion,PureEarth,Skincare,Sunscreen Lotion,22.07,0,4.1,256,All,314,66,1456.62,Europe,In-Store,Yes,2024-05-16
BP0445,SilkStrand Hair Oil,SilkStrand,Haircare,Hair Oil,21.66,15,3.7,18,Oily,297,367,7949.22,Latin America,In-Store,Yes,2024-10-16
BP0446,SilkStrand Hair Mask,SilkStrand,Haircare,Hair Mask,6.09,0,3.8,302,All,490,36,219.24,Latin America,Marketplace,Yes,2024-05-08
BP0447,Rougeon Shampoo,Rougeon,Haircare,Shampoo,19.18,5,3.9,291,Oily,117,0,0.0,North America,Online,Yes,2024-07-20
BP0448,GlowLab Concealer,GlowLab,Makeup,Concealer,18.59,25,5.0,267,Combination,205,61,1133.99,Asia Pacific,In-Store,No,2024-04-23
BP0449,LashPro Sunscreen Lotion,LashPro,Skincare,Sunscreen Lotion,34.53,20,4.5,689,Sensitive,316,30,1035.9,Europe,Online,Yes,2025-05-16
BP0450,LashPro Conditioner,LashPro,Haircare,Conditioner,10.45,15,3.9,60,All,235,3,31.35,Asia Pacific,Online,No,2024-12-01
BP0451,GlowLab Eye Cream,GlowLab,Skincare,Eye Cream,32.33,10,4.2,934,All,350,61,1972.13,Europe,Online,Yes,2024-05-08
BP0452,SunKissed Facial Serum,SunKissed,Skincare,Facial Serum,27.12,5,4.5,924,All,218,75,2034.0,Europe,Marketplace,Yes,2025-04-02
BP0453,PureEarth Concealer,PureEarth,Makeup,Concealer,25.5,0,3.9,20,Dry,3,388,9894.0,North America,Online,Yes,2024-01-26
BP0454,Rougeon Cologne,Rougeon,Fragrance,Cologne,54.01,0,4.4,28,Oily,75,111,5995.11,Asia Pacific,Online,No,2024-08-04
BP0455,Rougeon Cologne,Rougeon,Fragrance,Cologne,83.79,0,4.7,411,Combination,279,19,1592.01,Asia Pacific,Online,Yes,2025-03-21
BP0456,GlowLab Highlighter Palette,GlowLab,Makeup,Highlighter Palette,13.33,0,4.4,616,Combination,72,275,3665.75,Europe,In-Store,Yes,2024-10-06
BP0457,SunKissed Foundation,SunKissed,Makeup,Foundation,27.91,10,4.0,202,Combination,492,6,167.46,Europe,Online,Yes,2024-09-22
BP0458,BloomBeauty Face Mask,BloomBeauty,Skincare,Face Mask,34.14,0,4.4,1037,Dry,206,85,2901.9,Latin America,Marketplace,Yes,2024-08-14
BP0459,LashPro Hair Oil,LashPro,Haircare,Hair Oil,24.23,0,3.2,184,Dry,344,75,1817.25,Middle East,Marketplace,Yes,2025-03-27
BP0460,SilkStrand Eye Cream,SilkStrand,Skincare,Eye Cream,46.63,15,3.7,26,All,144,213,9932.19,Middle East,Online,Yes,2025-03-31
BP0461,Rougeon Body Lotion,Rougeon,Bath & Body,Body Lotion,17.25,5,4.7,351,All,26,59,1017.75,Middle East,Online,Yes,2024-12-05
BP0462,GlowLab Eyeshadow Palette,GlowLab,Makeup,Eyeshadow Palette,8.87,20,3.6,141,Combination,488,60,532.2,Latin America,Online,Yes,2024-04-05
BP0463,GlowLab Highlighter Palette,GlowLab,Makeup,Highlighter Palette,17.07,15,3.9,902,Sensitive,310,76,1297.32,Asia Pacific,Marketplace,Yes,2024-06-22
BP0464,PureEarth Cologne,PureEarth,Fragrance,Cologne,52.68,0,4.2,1174,Dry,43,57,3002.76,Middle East,Online,Yes,2024-04-28
BP0465,PureEarth Foundation,PureEarth,Makeup,Foundation,14.6,10,3.6,410,Combination,62,129,1883.4,Middle East,In-Store,Yes,2024-12-19
BP0466,LashPro Eye Cream,LashPro,Skincare,Eye Cream,17.72,0,4.3,775,All,23,18,318.96,Latin America,Online,Yes,2024-01-27
BP0467,SilkStrand Highlighter Palette,SilkStrand,Makeup,Highlighter Palette,20.51,5,4.3,309,Oily,27,228,4676.28,Europe,Online,No,2024-01-13
BP0468,SilkStrand Mascara,SilkStrand,Makeup,Mascara,28.54,0,4.1,985,Dry,487,191,5451.14,Europe,In-Store,Yes,2024-07-06
BP0469,Rougeon Cleanser,Rougeon,Skincare,Cleanser,18.36,0,4.0,26,All,26,42,771.12,North America,Online,Yes,2024-02-09
BP0470,AuraCare Hand Cream,AuraCare,Bath & Body,Hand Cream,17.52,0,3.8,266,Sensitive,18,44,770.88,North America,Online,Yes,2024-03-07
BP0471,PureEarth Toner,PureEarth,Skincare,Toner,38.22,0,4.2,2,Oily,96,2,76.44,Latin America,Marketplace,Yes,2025-03-12
BP0472,SilkStrand Conditioner,SilkStrand,Haircare,Conditioner,23.01,0,5.0,633,Sensitive,282,79,1817.79,Latin America,Online,Yes,2024-06-08
BP0473,BloomBeauty Hair Serum,BloomBeauty,Haircare,Hair Serum,14.78,5,4.9,1141,Dry,239,0,0.0,North America,In-Store,No,2025-03-14
BP0474,PureEarth Concealer,PureEarth,Makeup,Concealer,22.89,20,4.5,187,Combination,77,580,13276.2,Latin America,Online,Yes,2024-07-19
BP0475,PureEarth Body Lotion,PureEarth,Bath & Body,Body Lotion,11.01,0,4.3,2262,All,429,34,374.34,Latin America,In-Store,No,2025-02-16
BP0476,AuraCare Hair Mask,AuraCare,Haircare,Hair Mask,14.07,5,3.5,161,All,99,4,56.28,North America,In-Store,Yes,2025-03-03
BP0477,PureEarth Sunscreen Lotion,PureEarth,Skincare,Sunscreen Lotion,49.87,5,4.6,1458,All,291,74,3690.38,Europe,Online,Yes,2024-05-22
BP0478,LashPro Conditioner,LashPro,Haircare,Conditioner,17.5,0,4.3,237,All,140,93,1627.5,Latin America,Online,Yes,2024-05-16
BP0479,GlowLab Highlighter Palette,GlowLab,Makeup,Highlighter Palette,22.29,0,4.5,331,Combination,43,212,4725.48,Latin America,Online,Yes,2025-04-15
BP0480,AuraCare Mascara,AuraCare,Makeup,Mascara,11.68,10,3.6,1891,Oily,371,39,455.52,Asia Pacific,Online,No,2024-03-28
BP0481,NuraBeauty Shampoo,NuraBeauty,Haircare,Shampoo,21.39,10,4.0,18,Sensitive,434,20,427.8,Latin America,Online,No,2024-06-11
BP0482,SunKissed Hair Mask,SunKissed,Haircare,Hair Mask,20.44,0,4.3,451,Sensitive,325,153,3127.32,Europe,In-Store,Yes,2025-05-20
BP0483,SilkStrand Body Mist,SilkStrand,Fragrance,Body Mist,38.01,0,4.4,3464,Combination,442,338,12847.38,Europe,In-Store,No,2024-08-21
BP0484,AuraCare Toner,AuraCare,Skincare,Toner,25.74,0,4.7,130,Combination,340,165,4247.1,Middle East,Online,No,2025-01-28
BP0485,VelvetSkin Hair Oil,VelvetSkin,Haircare,Hair Oil,10.18,0,3.7,1099,Sensitive,42,25,254.5,Asia Pacific,Marketplace,Yes,2024-09-05
BP0486,PureEarth Body Lotion,PureEarth,Bath & Body,Body Lotion,18.89,0,4.0,493,Oily,162,114,2153.46,North America,In-Store,Yes,2024-01-23
BP0487,BloomBeauty Facial Serum,BloomBeauty,Skincare,Facial Serum,47.36,0,3.7,146,Sensitive,113,182,8619.52,Latin America,In-Store,Yes,2024-05-25
BP0488,PureEarth Shampoo,PureEarth,Haircare,Shampoo,21.03,25,3.9,86,Dry,176,47,988.41,Latin America,In-Store,Yes,2024-09-23
BP0489,AuraCare Blush,AuraCare,Makeup,Blush,14.33,0,4.7,556,Dry,178,109,1561.97,Latin America,Online,No,2024-12-24
BP0490,SunKissed Body Mist,SunKissed,Fragrance,Body Mist,64.47,15,4.2,139,Oily,405,27,1740.69,North America,Marketplace,Yes,2025-02-06
BP0491,BloomBeauty Concealer,BloomBeauty,Makeup,Concealer,14.12,5,4.3,365,Combination,373,51,720.12,Latin America,Online,Yes,2025-05-22
BP0492,GlowLab Facial Serum,GlowLab,Skincare,Facial Serum,38.8,0,3.9,53,Sensitive,369,7,271.6,Europe,In-Store,Yes,2025-03-17
BP0493,SilkStrand Face Mask,SilkStrand,Skincare,Face Mask,21.45,30,3.8,208,All,341,59,1265.55,Latin America,Online,Yes,2024-04-24
BP0494,GlowLab Facial Serum,GlowLab,Skincare,Facial Serum,36.51,0,3.5,1650,Oily,456,278,10149.78,Latin America,Online,No,2024-03-19
BP0495,SunKissed Hair Oil,SunKissed,Haircare,Hair Oil,14.53,0,5.0,226,All,482,68,988.04,Europe,Online,Yes,2024-01-13
BP0496,SilkStrand Toner,SilkStrand,Skincare,Toner,24.9,0,4.2,504,Dry,295,23,572.7,Middle East,Online,Yes,2024-10-19
BP0497,Rougeon Shower Gel,Rougeon,Bath & Body,Shower Gel,10.11,25,4.2,363,Sensitive,221,70,707.7,Europe,In-Store,Yes,2024-08-22
BP0498,Rougeon Facial Serum,Rougeon,Skincare,Facial Serum,33.73,0,4.8,153,Combination,420,328,11063.44,Latin America,In-Store,No,2024-07-07
BP0499,LashPro Highlighter Palette,LashPro,Makeup,Highlighter Palette,20.22,5,3.9,84,Dry,299,26,525.72,North America,Online,No,2024-10-27
BP0500,PureEarth Hair Serum,PureEarth,Haircare,Hair Serum,16.37,10,3.8,312,Sensitive,88,46,753.02,Europe,Online,Yes,2025-04-24
BP0501,AuraCare Moisturizer,AuraCare,Skincare,Moisturizer,50.42,20,3.7,149,All,466,25,1260.5,Middle East,Online,Yes,2024-12-26
BP0502,GlowLab Cleanser,GlowLab,Skincare,Cleanser,27.94,10,3.8,170,Dry,64,347,9695.18,Asia Pacific,Marketplace,No,2025-01-03
BP0503,LashPro Eyeshadow Palette,LashPro,Makeup,Eyeshadow Palette,13.91,15,5.0,718,Oily,284,12,166.92,Asia Pacific,In-Store,Yes,2024-09-23
BP0504,GlowLab Eyeshadow Palette,GlowLab,Makeup,Eyeshadow Palette,12.56,25,4.2,3522,Dry,287,24,301.44,Latin America,Online,No,2024-10-16
BP0505,BloomBeauty Highlighter Palette,BloomBeauty,Makeup,Highlighter Palette,21.88,5,3.9,1142,Oily,354,17,371.96,Asia Pacific,Online,No,2025-01-22
BP0506,PureEarth Moisturizer,PureEarth,Skincare,Moisturizer,35.8,5,5.0,78,Sensitive,221,50,1790.0,Asia Pacific,In-Store,Yes,2024-12-15
BP0507,VelvetSkin Hair Mask,VelvetSkin,Haircare,Hair Mask,14.22,0,4.5,252,Sensitive,89,115,1635.3,North America,Online,No,2024-02-08
BP0508,GlowLab Conditioner,GlowLab,Haircare,Conditioner,10.28,0,4.4,101,Sensitive,391,56,575.68,Europe,Online,Yes,2024-12-05
BP0509,Rougeon Mascara,Rougeon,Makeup,Mascara,20.52,0,4.9,523,Dry,180,115,2359.8,Latin America,Marketplace,No,2024-04-20
BP0510,PureEarth Hair Mask,PureEarth,Haircare,Hair Mask,19.37,15,4.2,248,Dry,104,145,2808.65,Latin America,Marketplace,No,2024-05-20
BP0511,NuraBeauty Eyeshadow Palette,NuraBeauty,Makeup,Eyeshadow Palette,23.95,20,3.8,453,Sensitive,451,36,862.2,Latin America,In-Store,Yes,2024-11-11
BP0512,Rougeon Blush,Rougeon,Makeup,Blush,12.96,0,4.6,31,Sensitive,34,14,181.44,Latin America,Marketplace,Yes,2025-02-23
BP0513,NuraBeauty Highlighter Palette,NuraBeauty,Makeup,Highlighter Palette,31.37,15,5.0,229,Sensitive,427,6,188.22,Europe,Online,Yes,2025-03-24
BP0514,PureEarth Liquid Lipstick,PureEarth,Makeup,Liquid Lipstick,17.59,0,3.7,85,Sensitive,308,332,5839.88,Latin America,Marketplace,No,2024-10-27
BP0515,NuraBeauty Toner,NuraBeauty,Skincare,Toner,42.72,20,3.9,31,Sensitive,381,26,1110.72,Europe,Marketplace,No,2024-02-07
BP0516,LashPro Hair Oil,LashPro,Haircare,Hair Oil,20.48,5,4.5,424,Combination,443,370,7577.6,Middle East,Online,No,2025-05-03
